Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,RoamMins
1,84,1,0,0,0,280,113,65,10.4
0,75,0,0,0.29,1,153.2,78,46.9,7.8
0,114,1,1,3.11,2,137.1,88,68.1,11.5
1,71,0,0,0,4,186.1,114,49,13.8
0,58,1,1,3.11,2,224.1,127,90.1,11.5
0,106,1,1,2.19,1,83.6,131,53.9,8.1
0,172,1,0,0,4,203.9,109,55,17.8
0,45,1,0,0,1,211.3,87,50,13.3
0,100,0,0,0,4,219.4,112,57,12
0,94,1,0,0.21,2,190.4,91,43.1,13.6
0,128,1,0,0,2,147.7,94,50,6.9
0,181,1,0,0.26,2,229.9,130,54.6,14.2
0,127,1,0,0,1,102.8,128,30,10
0,89,1,0,0.29,1,178.7,81,53.9,9.1
0,149,1,1,1.76,0,148.5,106,52.6,6.5
0,103,1,1,3.32,0,164.1,111,80.2,12.3
0,163,0,0,0,1,197.2,90,50,7.8
0,52,1,0,0.34,2,124.9,131,50.4,11.6
0,89,1,0,0.25,3,115.4,99,40.5,15.9
1,122,0,0,0.3,4,140,101,44,9.7
0,60,1,0,0,3,193.9,118,41,13.2
1,62,1,0,0,4,321.1,105,78,11.5
1,117,1,0,0.39,5,118.4,126,45.9,13.6
0,159,1,0,0,1,169.8,114,46,11.6
0,78,1,0,0.23,2,193.4,99,45.3,9.3
0,96,1,0,0.36,1,106.6,128,46.6,14.9
0,79,1,0,0,2,134.7,98,40,11.8
0,192,1,1,2.67,2,156.2,77,71.7,9.9
0,68,1,0,0.34,3,231.1,57,56.4,9.6
0,28,1,0,0,2,180.8,109,56,14.1
0,184,0,0,0,2,213.8,105,50,5
0,74,1,1,3.7,0,234.4,113,100,13.7
